matricula,nombre,paterno,materno,carrera,servicio
C09306954,GERARDO JOSE,DELFIN,REBOSO,Licenciatura en Contaduría,5 DE SEPTIEMBRE DE 2014 AL 4 DE MARZO DE 2015
C19301161,IOANA CORNELIA,ALAGARDA,CUESTO,Ingeniería en Sistemas Computacionales,11 DE MAYO DE 2015 AL 7 DE NOVIEMBRE DE 2015
C82306673,AIZANE,SAMARTINO,PENELO,Ingeniería Industrial,14 DE OCTUBRE DE 2005 AL 12 DE ABRIL DE 2006
79302480,RONALD ANTONIO,BERES,ABBOTT,Ingeniería Industrial,9 DE OCTUBRE DE 1983 AL 6 DE ABRIL DE 1984
C11301042,MARIA YOMARA,MOSCATEL,SOMONTE,Ingeniería Industrial,15 DE FEBRERO DE 2023 AL 14 DE AGOSTO DE 2023
C79306681,RADU LUCIAN,TAVERAS,PARRIEGO,Ingeniería en Electrónica,21 DE JUNIO DE 1991 AL 18 DE DICIEMBRE DE 1991
C86305704,IOAN IULIAN,RODEÑO,MOROÑO,Ingeniería Industrial,10 DE FEBRERO DE 1978 AL 9 DE AGOSTO DE 1978
C17302351,EUKENE,BURRELL,LARREN,Ingeniería en Sistemas Computacionales,19 DE ENERO DE 2009 AL 18 DE JULIO DE 2009
88306288,SEBASTIAN PABLO,ESCARDA,CANELLES,Licenciatura en Contaduría,17 DE SEPTIEMBRE DE 1974 AL 16 DE MARZO DE 1975
C19301292,IMRE,NOBLEJAS,LOPEZ MENCHERO,Ingeniería en Sistemas Computacionales,25 DE ABRIL DE 2004 AL 22 DE OCTUBRE DE 2004
20305238,OVIDIA,LEONET,WAGGEH,Ingeniería en Electrónica,28 DE ENERO DE 2014 AL 27 DE JULIO DE 2014
81309769,MIGUEL GUILLERMO,BAUMGARTNER,ASCASIBAR,Ingeniería en Sistemas Computacionales,3 DE MARZO DE 2016 AL 30 DE AGOSTO DE 2016
16300428,SALVADOR FRANCISCO,MATURANO,ARMENTAL,Ingeniería Industrial,20 DE NOVIEMBRE DE 2022 AL 19 DE MAYO DE 2023
C00305934,ANGEL CARMELO,GARCIA ROMERAL,GAYOSO,Ingeniería en Electrónica,23 DE ABRIL DE 1999 AL 20 DE OCTUBRE DE 1999
83301816,JOUSSEF,SENIOR,OPRIS,Licenciatura en Contaduría,31 DE MAYO DE 1980 AL 27 DE NOVIEMBRE DE 1980
17304798,MARTIRES,SOLAS,ROMERO,Licenciatura en Administración,7 DE MARZO DE 2007 AL 3 DE SEPTIEMBRE DE 2007
C24302155,MARIA KARMEN,OPRISAN,RAMIREZ ARELLANO,Licenciatura en Administración,27 DE NOVIEMBRE DE 1977 AL 26 DE MAYO DE 1978
85301997,LUIS DAVID,ZORROZUA,RAS,Ingeniería en Sistemas Computacionales,14 DE SEPTIEMBRE DE 1998 AL 13 DE MARZO DE 1999
C06308185,JAD,SMIT,PADERNE,Ingeniería en Electrónica,12 DE JULIO DE 1981 AL 8 DE ENERO DE 1982
14300157,JUSTINO,GARCIA DE ANDOIN,JASO,Licenciatura en Contaduría,14 DE NOVIEMBRE DE 2016 AL 13 DE MAYO DE 2017
C88301664,LIYA,BAGUR,LANDA,Ingeniería Industrial,11 DE MARZO DE 2002 AL 7 DE SEPTIEMBRE DE 2002
74308628,JACQUELINE ANNE,MUSTIENES,RAOUDI,Licenciatura en Contaduría,19 DE JULIO DE 2009 AL 15 DE ENERO DE 2010
C90308206,IHINTZA,NORES,DE BLAS,Ingeniería Industrial,4 DE AGOSTO DE 1994 AL 31 DE ENERO DE 1995
C00304430,DIMITAR ATANASOV,ARRISCADO,ARANIBAR,Licenciatura en Contaduría,30 DE NOVIEMBRE DE 1998 AL 29 DE MAYO DE 1999
96300001,OLGA MARIA,CORE,LEITES,Licenciatura en Administración,21 DE DICIEMBRE DE 2013 AL 19 DE JUNIO DE 2014
C10302512,MARIA PURIFICACION,SILLAS,PEINADO,Ingeniería Industrial,13 DE MAYO DE 1984 AL 9 DE NOVIEMBRE DE 1984
89308703,DANIELA RAMONA,CASEY,LAY,Ingeniería Industrial,15 DE JUNIO DE 2016 AL 12 DE DICIEMBRE DE 2016
78305617,CARLOS EFRAIN,ESPERT,PUJOLA,Ingeniería en Sistemas Computacionales,28 DE JUNIO DE 2009 AL 25 DE DICIEMBRE DE 2009
75309864,ANSELMA,LANCHARES,ARANO,Ingeniería Industrial,31 DE MAYO DE 2013 AL 27 DE NOVIEMBRE DE 2013
25301138,SANKUNG,DE LA FIGUERA,BERENGENA,Licenciatura en Contaduría,7 DE NOVIEMBRE DE 2021 AL 6 DE MAYO DE 2022
82303626,RENATE,GRILLO,DE MINGO,Ingeniería en Sistemas Computacionales,15 DE NOVIEMBRE DE 2001 AL 14 DE MAYO DE 2002
95302539,MARIA A,MANGLANO,DOBRICA,Ingeniería en Electrónica,10 DE AGOSTO DE 1978 AL 6 DE FEBRERO DE 1979
C99300448,ADOLFO LEON,WEBBER,VALDEOLIVAS,Ingeniería Industrial,31 DE ENERO DE 1989 AL 30 DE JULIO DE 1989
C86303499,JAZMIN MARIA,FATIMA,GARAIKOETXEA,Ingeniería en Electrónica,15 DE MARZO DE 2020 AL 11 DE SEPTIEMBRE DE 2020
C94309370,MARCOS AURELIO,JARIA,FRONTON,Ingeniería en Electrónica,4 DE FEBRERO DE 1996 AL 2 DE AGOSTO DE 1996
85306568,WENZHONG,BEREAU,HIGES,Ingeniería en Electrónica,17 DE DICIEMBRE DE 2002 AL 15 DE JUNIO DE 2003
C18300710,DARWIN ALBERTO,MENDO,ORMAECHEA,Ingeniería en Sistemas Computacionales,2 DE OCTUBRE DE 2015 AL 30 DE MARZO DE 2016
C95305265,SALVADOR,IRIBARNEGARAY,ABDELAZIZ,Ingeniería en Electrónica,23 DE NOVIEMBRE DE 2018 AL 22 DE MAYO DE 2019
C87306642,EMIGDIA,CHEUNG,JUDAS,Ingeniería Industrial,15 DE MARZO DE 1995 AL 11 DE SEPTIEMBRE DE 1995
C11302661,TODOR,GAJON,MANGAS,Ingeniería en Sistemas Computacionales,20 DE MAYO DE 1991 AL 16 DE NOVIEMBRE DE 1991
80307963,JAOUAD,GARCIA BALLESTEROS,RAMENTOL,Licenciatura en Contaduría,22 DE NOVIEMBRE DE 2020 AL 21 DE MAYO DE 2021
04309732,JEREMIE,BASSET,MOHAMMED,Ingeniería Industrial,6 DE SEPTIEMBRE DE 2016 AL 5 DE MARZO DE 2017
89303383,ALBA NIDIA,OPPONG,TERMENS,Licenciatura en Contaduría,21 DE AGOSTO DE 2011 AL 17 DE FEBRERO DE 2012
C15300406,PAOLA KATHERINE,EL KIHEL,SOTERAS,Ingeniería en Electrónica,25 DE ENERO DE 1979 AL 24 DE JULIO DE 1979
83300380,ANZHELA,BOLUFER,DOBON,Ingeniería en Electrónica,6 DE JUNIO DE 1974 AL 3 DE DICIEMBRE DE 1974
C22307599,DIOGENES,CHAPARTEGUI,PEREZ CEJUELA,Licenciatura en Contaduría,30 DE SEPTIEMBRE DE 1991 AL 28 DE MARZO DE 1992
C87307240,ROSITSA,BERNIER,REPULLES,Licenciatura en Administración,11 DE JULIO DE 1979 AL 7 DE ENERO DE 1980
C76309234,MARIA CIRA,APRAIZ,SUSTAETA,Ingeniería en Sistemas Computacionales,25 DE DICIEMBRE DE 1974 AL 23 DE JUNIO DE 1975
C05303900,NELSON MANUEL,GARCIA VILLARACO,TRIGOS,Ingeniería Industrial,16 DE JUNIO DE 1986 AL 13 DE DICIEMBRE DE 1986
C94301567,PALOMA ISABEL,CARAFI,ORUE,Ingeniería Industrial,29 DE SEPTIEMBRE DE 2014 AL 28 DE MARZO DE 2015
22304740,IFARA,GOPAR,TRABAJO,Licenciatura en Contaduría,12 DE OCTUBRE DE 1999 AL 9 DE ABRIL DE 2000
91308420,KREMENA,ORDORICA,CEPEDANO,Ingeniería en Electrónica,21 DE ENERO DE 2023 AL 20 DE JULIO DE 2023
C81304357,MILENA,DOROBANTU,BORDONS,Ingeniería en Electrónica,8 DE ABRIL DE 2010 AL 5 DE OCTUBRE DE 2010
12303485,DEOLINDA MARIA,BELSUE,BOTIAS,Licenciatura en Contaduría,21 DE MAYO DE 2001 AL 17 DE NOVIEMBRE DE 2001
05300678,ANA DESIREE,PALACIN,BONORA,Ingeniería en Electrónica,8 DE NOVIEMBRE DE 1987 AL 6 DE MAYO DE 1988
02308342,ZHIHUI,BORT,BROZ,Licenciatura en Contaduría,20 DE JUNIO DE 1974 AL 17 DE DICIEMBRE DE 1974
16303686,JORGE HECTOR,KARAPETYAN,BERBEN,Licenciatura en Administración,13 DE JULIO DE 1999 AL 9 DE ENERO DE 2000
18306669,MIGUEL BENITO,ARGAIZ,ESCURIN,Ingeniería Industrial,10 DE AGOSTO DE 1981 AL 6 DE FEBRERO DE 1982
C08302851,COSTANZA,MANERO,REGATO,Licenciatura en Contaduría,4 DE JULIO DE 2020 AL 31 DE DICIEMBRE DE 2020
77308860,TXABER,CALONGE,ALVADO,Licenciatura en Administración,24 DE ENERO DE 1985 AL 23 DE JULIO DE 1985
C11304078,DILCIA,RUIZ DE LOS PAÑOS,MILEA,Ingeniería Industrial,24 DE ENERO DE 2017 AL 23 DE JULIO DE 2017
87301433,LIBERADA,PETRICA,TRINCADO,Ingeniería Industrial,5 DE MAYO DE 1990 AL 1 DE NOVIEMBRE DE 1990
94300652,ALBERTO ALEJANDRO,GOIKOLEA,HAHN,Licenciatura en Contaduría,3 DE ENERO DE 1997 AL 2 DE JULIO DE 1997
74300068,ALINA MONICA,ONEA,BENABBOU,Ingeniería en Sistemas Computacionales,18 DE ENERO DE 2025 AL 17 DE JULIO DE 2025
83301611,VALYA,MOSTAJO,BELGHAZI,Licenciatura en Administración,23 DE MAYO DE 1986 AL 19 DE NOVIEMBRE DE 1986
C80308635,IKRAM,MANOTAS,BERNUZ,Ingeniería en Sistemas Computacionales,20 DE OCTUBRE DE 1975 AL 17 DE ABRIL DE 1976
90307439,SINFOROSA,PAMPANO,AGUINAGALDE,Licenciatura en Administración,10 DE ABRIL DE 1986 AL 7 DE OCTUBRE DE 1986
82300068,RADU NICOLAE,UCEDO,AMURRIO,Ingeniería en Sistemas Computacionales,15 DE JULIO DE 1989 AL 11 DE ENERO DE 1990
C75309761,CLAUDIO MARIA,MOURAD,CRIVILLE,Ingeniería en Electrónica,1 DE JUNIO DE 2025 AL 28 DE NOVIEMBRE DE 2025
74305577,GALO VINICIO,OZAEZ,CUÑARRO,Licenciatura en Contaduría,11 DE JULIO DE 1999 AL 7 DE ENERO DE 2000
90304163,LUIS JERONIMO,CELIS,LLATAS,Ingeniería Industrial,7 DE MARZO DE 2005 AL 3 DE SEPTIEMBRE DE 2005
C00305792,ARSENIA,BAETA,MANCHON,Ingeniería Industrial,3 DE DICIEMBRE DE 2021 AL 1 DE JUNIO DE 2022
98306008,HECTOR RUBEN,CLAVO,JBARI,Ingeniería Industrial,6 DE SEPTIEMBRE DE 2001 AL 5 DE MARZO DE 2002
C05301517,EMILIA JUANA,PARAPAR,PARCERO,Licenciatura en Administración,13 DE JUNIO DE 1981 AL 10 DE DICIEMBRE DE 1981
C91300272,MARIE JOSE,ESPRIU,VALMAÑA,Ingeniería en Electrónica,4 DE FEBRERO DE 1988 AL 2 DE AGOSTO DE 1988
09307835,MARIA SERRA,TALIBI,GRELA,Ingeniería en Sistemas Computacionales,4 DE NOVIEMBRE DE 2023 AL 2 DE MAYO DE 2024
93309307,MARIA CIRIACA,CAÑIBANO,ARTIGUES,Ingeniería en Electrónica,24 DE JUNIO DE 1998 AL 21 DE DICIEMBRE DE 1998
20309495,MARIA VALENTINA,CARDELLE,GOYOAGA,Licenciatura en Contaduría,15 DE JULIO DE 2007 AL 11 DE ENERO DE 2008
08306874,JHOAN ANDRES,VEGARA,FOPIANI,Ingeniería en Sistemas Computacionales,12 DE AGOSTO DE 1979 AL 8 DE FEBRERO DE 1980
06306427,IOMARA,SARRI,DE PEDRO,Ingeniería en Sistemas Computacionales,29 DE JUNIO DE 1975 AL 26 DE DICIEMBRE DE 1975
95301131,MARIA ELI,GONTAN,KASMI,Ingeniería en Sistemas Computacionales,1 DE ENERO DE 2000 AL 29 DE JUNIO DE 2000
12308807,ADRIAN ANGEL,CORACHAN,MINGOT,Licenciatura en Administración,13 DE MARZO DE 1989 AL 9 DE SEPTIEMBRE DE 1989
C83301851,NICOLETA CORINA,CABEZA,LALANA,Ingeniería en Sistemas Computacionales,9 DE NOVIEMBRE DE 1992 AL 8 DE MAYO DE 1993
96303728,SANTIAGO JULIAN,DE MORAIS,PAREJA,Licenciatura en Contaduría,5 DE MARZO DE 2006 AL 1 DE SEPTIEMBRE DE 2006
C05303024,CLARA MANUELA,LACOMBA,LOBEJON,Ingeniería en Sistemas Computacionales,8 DE ENERO DE 2023 AL 7 DE JULIO DE 2023
09300522,CHEN,CHAFLA,BACALLADO,Licenciatura en Contaduría,8 DE OCTUBRE DE 2021 AL 6 DE ABRIL DE 2022
89307591,DOMINGO FELIPE,ACAL,ALFAMBRA,Ingeniería en Electrónica,31 DE OCTUBRE DE 2003 AL 28 DE ABRIL DE 2004
22300604,TEOFILA,AMORRORTU,MARTINEZ DE UBAGO,Licenciatura en Administración,26 DE OCTUBRE DE 2001 AL 24 DE ABRIL DE 2002
C05304533,NAYRA,EUGUI,SANCES,Ingeniería en Electrónica,3 DE FEBRERO DE 2009 AL 2 DE AGOSTO DE 2009
C23302030,PATRICIA CARME,ALEXE,OBIANG,Licenciatura en Administración,9 DE NOVIEMBRE DE 1992 AL 8 DE MAYO DE 1993
C10300880,CHRISTOPHER CHARLES,DEL ESTAL,CANTERA,Ingeniería en Electrónica,23 DE FEBRERO DE 2016 AL 21 DE AGOSTO DE 2016
C87308833,JOAQUIN ARTURO,BARSAN,BUELE,Ingeniería en Sistemas Computacionales,19 DE JUNIO DE 2015 AL 16 DE DICIEMBRE DE 2015
C00303465,OLMEDO,NECULA,TITO,Licenciatura en Contaduría,15 DE DICIEMBRE DE 1981 AL 13 DE JUNIO DE 1982
C76306865,ANA NURIA,FARAH,TERCEROS,Ingeniería Industrial,22 DE MAYO DE 1974 AL 18 DE NOVIEMBRE DE 1974
C06305828,LUIS VICTORIANO,ALBISUA,DEIVE,Licenciatura en Administración,25 DE NOVIEMBRE DE 2015 AL 23 DE MAYO DE 2016
C98304812,MELISSA MARIA,ERRAZKIN,PRECEDO,Licenciatura en Administración,11 DE FEBRERO DE 2000 AL 9 DE AGOSTO DE 2000
C00306861,ALFONSINA,VALLANO,BARKER,Ingeniería en Electrónica,13 DE ENERO DE 1975 AL 12 DE JULIO DE 1975
18301797,MATIAS EMANUEL,MARESMA,CABODEVILLA,Ingeniería en Electrónica,20 DE FEBRERO DE 2022 AL 19 DE AGOSTO DE 2022
15307472,LUIS ABEL,SAENZ DIEZ,FELICI,Ingeniería en Electrónica,16 DE JULIO DE 2020 AL 12 DE ENERO DE 2021
21302133,MARIA MARIA,VALHONDO,DE MOLINA,Ingeniería en Electrónica,5 DE MAYO DE 1993 AL 1 DE NOVIEMBRE DE 1993
C79305005,VIRGINICA,ESTARELLAS,VRABIE,Ingeniería Industrial,23 DE FEBRERO DE 1980 AL 21 DE AGOSTO DE 1980
18308878,FRANKLIN RENE,LEITAO,CALDELAS,Ingeniería Industrial,13 DE OCTUBRE DE 2004 AL 11 DE ABRIL DE 2005
92305205,STEFAN MIHAI,NUEZ,EZKERRA,Licenciatura en Administración,12 DE DICIEMBRE DE 2010 AL 10 DE JUNIO DE 2011
06300309,JUAN OCTAVIO,PENELAS,MILLO,Ingeniería Industrial,7 DE MAYO DE 2009 AL 3 DE NOVIEMBRE DE 2009
C25309161,ISSAKA,FELPETO,CALDERON,Licenciatura en Contaduría,12 DE AGOSTO DE 1986 AL 8 DE FEBRERO DE 1987
05300207,MIRIAN CAROLINA,HEREU,CELIA,Licenciatura en Contaduría,11 DE DICIEMBRE DE 2025 AL 9 DE JUNIO DE 2026
C19305450,YONGQIN,GENERO,MARIVELA,Ingeniería Industrial,17 DE ENERO DE 1980 AL 15 DE JULIO DE 1980
14303791,JUAN ILDEFONSO,COGOLLOR,ESTELLES,Licenciatura en Contaduría,5 DE ABRIL DE 2020 AL 2 DE OCTUBRE DE 2020
C17302321,ANTONIO EULOGIO,ASTIZ,DE LAS CUEVAS,Ingeniería en Electrónica,13 DE MAYO DE 2015 AL 9 DE NOVIEMBRE DE 2015
88308151,LIBRADA MARIA,BELKASMI,AZKORRA,Ingeniería Industrial,27 DE SEPTIEMBRE DE 1992 AL 26 DE MARZO DE 1993
C18306906,BABACAR,FLAMENCO,CABARCOS,Ingeniería en Electrónica,27 DE ENERO DE 2005 AL 26 DE JULIO DE 2005
C78308956,ADELA,AFIF,YUNGA,Ingeniería Industrial,29 DE DICIEMBRE DE 2019 AL 26 DE JUNIO DE 2020
C11306781,AIYANA,NOGUEIRAS,GALCERA,Licenciatura en Administración,9 DE MARZO DE 2020 AL 5 DE SEPTIEMBRE DE 2020
04305988,JORG MICHAEL,GARCIA SAAVEDRA,DUESO,Ingeniería en Sistemas Computacionales,3 DE FEBRERO DE 2020 AL 1 DE AGOSTO DE 2020
19306267,ALBERTO SERGIO,UCELAY,HOWE,Ingeniería en Sistemas Computacionales,15 DE SEPTIEMBRE DE 2023 AL 13 DE MARZO DE 2024
19301326,ISABEL NATALIA,PALERM,BROCH,Ingeniería Industrial,14 DE NOVIEMBRE DE 1984 AL 13 DE MAYO DE 1985
C04301262,JOSU MIREN,VADUVA,RAISS,Ingeniería en Sistemas Computacionales,27 DE JULIO DE 1999 AL 23 DE ENERO DE 2000
89306240,PEDRO AITOR,SABBAR,GARES,Ingeniería en Electrónica,13 DE JULIO DE 2010 AL 9 DE ENERO DE 2011
C10302614,ORLANDO FRANCISCO,RAMAS,PEULA,Licenciatura en Contaduría,25 DE NOVIEMBRE DE 2003 AL 23 DE MAYO DE 2004
90307129,NIKOLAY IVANOV,LADRON GUEVARA,URIBE ECHEVARRIA,Ingeniería Industrial,11 DE JULIO DE 1974 AL 7 DE ENERO DE 1975
13306228,NATALIA ALICIA,UCEDA,GAY,Ingeniería Industrial,24 DE NOVIEMBRE DE 2017 AL 23 DE MAYO DE 2018
83302624,ADRIAN DAN,CONDADO,ACITORES,Ingeniería en Sistemas Computacionales,22 DE JULIO DE 2020 AL 18 DE ENERO DE 2021
10309769,CLARK,RUPA,ARTACHO,Ingeniería en Electrónica,10 DE ABRIL DE 2014 AL 7 DE OCTUBRE DE 2014
C78307755,GABRIELA MIHAELA,BONA,FAMILIAR,Ingeniería en Sistemas Computacionales,24 DE MAYO DE 1996 AL 20 DE NOVIEMBRE DE 1996
C92306636,JALED,FERNANDEZ NESPRAL,ARBIDE,Ingeniería Industrial,9 DE MAYO DE 2023 AL 5 DE NOVIEMBRE DE 2023
25303329,SANDRA JANETH,MUJIKA,ARNEZ,Licenciatura en Contaduría,17 DE DICIEMBRE DE 2012 AL 15 DE JUNIO DE 2013
C95307914,ROMA,OCARIZ,GARDEAZABAL,Ingeniería Industrial,21 DE NOVIEMBRE DE 2019 AL 19 DE MAYO DE 2020
91309030,KATHERINE LISSETTE,ARAS,CABEZUELO,Ingeniería en Sistemas Computacionales,14 DE MAYO DE 2012 AL 10 DE NOVIEMBRE DE 2012
C02301049,MILORAD,DOCANDO,CARRASCON,Licenciatura en Administración,19 DE JULIO DE 2000 AL 15 DE ENERO DE 2001
C99301592,ANA GLORIA,ARISTA,GRANADERO,Ingeniería en Sistemas Computacionales,22 DE ENERO DE 2023 AL 21 DE JULIO DE 2023
C23309320,ENMA MARIA,JENE,VIDALLER,Ingeniería en Electrónica,28 DE ABRIL DE 2001 AL 25 DE OCTUBRE DE 2001
01306295,SINDULFO,MAISO,KAISER,Licenciatura en Contaduría,25 DE JUNIO DE 2017 AL 22 DE DICIEMBRE DE 2017
C76308373,CHRISTIANA,CENARRUZABEITIA,ARASA,Licenciatura en Administración,13 DE MARZO DE 1990 AL 9 DE SEPTIEMBRE DE 1990
C14304674,MARAT,MASOOD,GALLEGO SACRISTANA,Ingeniería en Electrónica,2 DE ABRIL DE 1978 AL 29 DE SEPTIEMBRE DE 1978
22303923,MARIA NORA,CHRISTIE,DE LA ROZ,Ingeniería en Sistemas Computacionales,29 DE DICIEMBRE DE 1993 AL 27 DE JUNIO DE 1994
C23304304,CONCEPCION BELEN,MANDALUNIZ,KRUMOVA,Ingeniería en Sistemas Computacionales,4 DE DICIEMBRE DE 1990 AL 2 DE JUNIO DE 1991
C08301277,ARCHIL,DE LIMA,RAMIRES,Ingeniería en Electrónica,5 DE OCTUBRE DE 2012 AL 3 DE ABRIL DE 2013
C92308165,SEBASTIAN ALBERTO,DIAZ ALEJO,COLOME,Licenciatura en Contaduría,27 DE AGOSTO DE 2014 AL 23 DE FEBRERO DE 2015
94308390,FAUSTINA,HORMEÑO,GASSIOT,Licenciatura en Administración,26 DE DICIEMBRE DE 2025 AL 24 DE JUNIO DE 2026
96309211,WALTER VICENTE,FAR,AZNAREZ,Ingeniería en Electrónica,26 DE MAYO DE 2018 AL 22 DE NOVIEMBRE DE 2018
74307007,RICHARD MARCELO,PREGO,VAREZ,Licenciatura en Contaduría,11 DE JUNIO DE 2016 AL 8 DE DICIEMBRE DE 2016
81302049,DAVID REYES,FLOROIU,VILLAFUERTES,Ingeniería en Sistemas Computacionales,1 DE DICIEMBRE DE 2012 AL 30 DE MAYO DE 2013
06300388,LUISA ADELA,DIAZ MADROÑERO,SOKOLOVA,Licenciatura en Contaduría,1 DE NOVIEMBRE DE 2011 AL 29 DE ABRIL DE 2012
C76307873,KOLDO MIRENA,GARCIA BRAVO,ARRASTIA,Ingeniería en Electrónica,29 DE ABRIL DE 1976 AL 26 DE OCTUBRE DE 1976
03307526,URBANO MANUEL,MATIENZO,CALZON,Ingeniería en Sistemas Computacionales,22 DE MARZO DE 1999 AL 18 DE SEPTIEMBRE DE 1999
C88309996,MARIAN NICUSOR,ARNALOT,ARBULU,Ingeniería Industrial,30 DE MAYO DE 2001 AL 26 DE NOVIEMBRE DE 2001
C88305406,ALSINA,PALERO,RANGEL,Ingeniería en Electrónica,8 DE SEPTIEMBRE DE 1994 AL 7 DE MARZO DE 1995
C81307006,JON IMANOL,FRECHINA,RICHARDS,Ingeniería en Electrónica,18 DE JUNIO DE 2020 AL 15 DE DICIEMBRE DE 2020
C15304398,PAULA CAMILA,QUINATOA,RAMIREZ DE LA PISCINA,Licenciatura en Contaduría,28 DE JULIO DE 2000 AL 24 DE ENERO DE 2001
C80304740,ALIN MIHAI,ONGAY,ALIX,Ingeniería en Electrónica,24 DE MARZO DE 2009 AL 20 DE SEPTIEMBRE DE 2009
C92307208,YAHIMA,INTXAURRAGA,PINTER,Licenciatura en Contaduría,8 DE NOVIEMBRE DE 2009 AL 7 DE MAYO DE 2010
C10306866,ALEX ALEJANDRO,PINSACH,GOROSABEL,Ingeniería Industrial,13 DE NOVIEMBRE DE 2018 AL 12 DE MAYO DE 2019
75304597,LUZ DAMARIS,MARCHAND,PUERMA,Ingeniería Industrial,3 DE MARZO DE 1976 AL 30 DE AGOSTO DE 1976
05300857,BETISA,MUNCUNILL,ZULETA,Licenciatura en Contaduría,13 DE ENERO DE 2021 AL 12 DE JULIO DE 2021
C82305244,DAVID JOEL,SANMARTIN,ALLANDE,Licenciatura en Contaduría,9 DE SEPTIEMBRE DE 1992 AL 8 DE MARZO DE 1993
21303041,OUASSIM,RUPERTO,CARROLL,Ingeniería en Sistemas Computacionales,12 DE AGOSTO DE 1999 AL 8 DE FEBRERO DE 2000
25306874,MAJDA,RECH,PILATUÑA,Licenciatura en Administración,31 DE MAYO DE 2024 AL 27 DE NOVIEMBRE DE 2024
13303576,JUSTINAS,VALER,ARISTU,Ingeniería en Sistemas Computacionales,13 DE FEBRERO DE 1974 AL 12 DE AGOSTO DE 1974
97300510,CONSUELO DOLORES,ARTALEJO,ESTESO,Ingeniería Industrial,20 DE MAYO DE 1999 AL 16 DE NOVIEMBRE DE 1999
C20305428,VITORIA,PEÑARROYA,RIOLOBOS,Ingeniería Industrial,4 DE DICIEMBRE DE 2025 AL 2 DE JUNIO DE 2026
13305944,ANTONIO MIGUEL,DINEV,PAYNE,Ingeniería Industrial,14 DE NOVIEMBRE DE 2021 AL 13 DE MAYO DE 2022
81301769,DAVID ALBERTO,EL AOUNI,HORTIGON,Licenciatura en Contaduría,14 DE OCTUBRE DE 2000 AL 12 DE ABRIL DE 2001
94304139,YUSEIN,DOMINGOS,MALANDA,Licenciatura en Administración,26 DE FEBRERO DE 1980 AL 24 DE AGOSTO DE 1980
C23304044,VICENTE PATRICIO,SENDE,ABAGA,Licenciatura en Administración,3 DE ENERO DE 1983 AL 2 DE JULIO DE 1983
C97306298,LILIANA GRACIELA,DE LA HORRA,ARANIBAR,Licenciatura en Administración,14 DE NOVIEMBRE DE 2012 AL 13 DE MAYO DE 2013
C90306328,MARTHA ESPERANZA,MORELLON,GRIJALVA,Ingeniería en Electrónica,29 DE SEPTIEMBRE DE 2014 AL 28 DE MARZO DE 2015
C95300533,JUANA SOFIA,PESQUEIRA,ALTED,Licenciatura en Contaduría,6 DE DICIEMBRE DE 2011 AL 3 DE JUNIO DE 2012
C82306669,ADI,AYELA,MIHAIL,Ingeniería en Electrónica,6 DE MAYO DE 1984 AL 2 DE NOVIEMBRE DE 1984
C97305278,AMPARO MILAGROS,BEMPOSTA,HONTANA,Licenciatura en Administración,17 DE FEBRERO DE 2016 AL 15 DE AGOSTO DE 2016
C77303934,MIMUNT,ALENDA,ANTEPARA,Ingeniería Industrial,17 DE JULIO DE 2003 AL 13 DE ENERO DE 2004
C79307483,HAKKOUM,HERMOSA,PATAU,Ingeniería en Sistemas Computacionales,16 DE JUNIO DE 1998 AL 13 DE DICIEMBRE DE 1998
C91308491,ANA CRISTO,REDA,KOWALSKI,Ingeniería en Sistemas Computacionales,25 DE JULIO DE 2003 AL 21 DE ENERO DE 2004
C05302338,LEOPOLDO LUIS,HEREZA,BERENGENA,Licenciatura en Contaduría,1 DE FEBRERO DE 2013 AL 31 DE JULIO DE 2013
C05302427,INMACULADA LUCIA,SALUEÑA,SANTIGOSA,Ingeniería en Electrónica,15 DE NOVIEMBRE DE 1980 AL 14 DE MAYO DE 1981
74306039,MARIA MAXIMINA,GARDA,VEZ,Ingeniería en Electrónica,3 DE DICIEMBRE DE 1977 AL 1 DE JUNIO DE 1978
C85308817,SVIATLANA,MATURANA,DANI,Licenciatura en Contaduría,24 DE OCTUBRE DE 1998 AL 22 DE ABRIL DE 1999
C05300559,AROA CARMEN,OLAR,MONTOTO,Ingeniería Industrial,11 DE SEPTIEMBRE DE 1974 AL 10 DE MARZO DE 1975
C20301057,THOMAS,ARTIME,BADIU,Licenciatura en Administración,11 DE SEPTIEMBRE DE 1980 AL 10 DE MARZO DE 1981
C17302652,BELLA GEMA,TIEMBLO,VEGAS,Licenciatura en Contaduría,9 DE ENERO DE 1981 AL 8 DE JULIO DE 1981
C76304292,JHON PAUL,CAÑAVATE,POCURULL,Ingeniería en Electrónica,29 DE ABRIL DE 1990 AL 26 DE OCTUBRE DE 1990
15308784,OVIDIO,CANTALLOPS,PUIGDOMENECH,Licenciatura en Contaduría,19 DE ABRIL DE 2001 AL 16 DE OCTUBRE DE 2001
93307554,NICOLAE FLORIN,SOGORB,BERBEGAL,Ingeniería en Electrónica,4 DE OCTUBRE DE 1978 AL 2 DE ABRIL DE 1979
C82308351,DANIEL LORENZO,SUILS,WIECZOREK,Ingeniería en Sistemas Computacionales,31 DE AGOSTO DE 1982 AL 27 DE FEBRERO DE 1983
98309884,ANTHONY GEORGE,FIGULS,ANDINA,Ingeniería Industrial,2 DE SEPTIEMBRE DE 1992 AL 1 DE MARZO DE 1993
